Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-14,1170.0,1210.05,1170.0,1185.8,1191.2753246753248,385.0,129.0,458641.0,308.0,80.0,40.04999999999996,15.799999999999955,1620930600.0
2021-05-12,1195.0,1200.9,1143.95,1150.3,1166.9504296100465,1513.0,210.0,1765596.0,1233.0,81.49,56.950000000000045,-44.700000000000045,1620757800.0
2021-05-10,1211.15,1211.15,1173.95,1183.45,1183.1381215469614,362.0,131.0,428296.0,241.0,66.57,37.200000000000045,-27.700000000000053,1620585000.0
2021-05-07,1191.15,1209.3,1178.7,1194.0,1194.3861386138615,505.0,221.0,603165.0,301.0,59.6,30.59999999999991,2.8499999999999086,1620345600.0
2021-05-06,1193.1,1214.55,1134.15,1164.5,1159.3063263041065,1802.0,290.0,2089070.0,1396.0,77.47,80.39999999999986,-28.59999999999991,1620259200.0
2021-05-05,1135.0,1295.0,1120.8,1181.15,1214.3689839572191,4488.0,1143.0,5450088.0,2432.0,54.19,174.20000000000005,46.150000000000105,1620153000.0
2021-05-04,1116.15,1156.2,1116.15,1133.55,1134.1777777777775,135.0,61.0,153114.0,84.0,62.22,40.05,17.4,1620086400.0
2021-05-03,1130.0,1145.05,1093.6,1132.35,1132.2542787286066,409.0,73.0,463092.0,204.0,49.88,51.45,2.35,1620000000.0
2021-04-30,1113.4,1142.5,1108.0,1129.3,1121.049504950495,101.0,59.0,113226.0,55.0,54.46,34.5,15.9,1619740800.0
2021-04-29,1114.45,1119.75,1087.95,1099.9,1099.7133027522937,436.0,184.0,479475.0,309.0,70.87,31.8,-14.55,1619654400.0
2021-04-28,1126.55,1144.4,1106.95,1111.95,1121.2804532577904,353.0,142.0,395812.0,252.0,71.39,37.45,-14.6,1619568000.0
2021-04-27,1115.7,1132.9,1106.55,1126.55,1118.0432801822324,439.0,121.0,490821.0,362.0,82.46,26.35,10.85,1619481600.0
2021-04-26,1103.8,1123.6,1103.8,1113.45,1111.6511627906975,86.0,44.0,95602.0,63.0,73.26,19.8,9.65,1619395200.0
2021-04-23,1074.0,1128.6,1073.3,1092.05,1093.8072625698323,358.0,84.0,391583.0,149.0,41.62,55.3,18.05,1619136000.0
2021-04-22,1114.25,1134.0,1061.05,1066.85,1086.2827988338192,343.0,165.0,372595.0,200.0,58.31,72.95,-47.4,1619049600.0
2021-04-20,1140.45,1140.45,1084.95,1103.4,1111.4316702819956,461.0,146.0,512370.0,317.0,68.76,55.5,-37.05,1618876800.0
2021-04-19,1110.0,1163.15,1110.0,1134.0,1126.2551521099115,1019.0,375.0,1147654.0,724.0,71.05,53.15,24.0,1618790400.0
2021-04-16,1134.85,1214.0,1125.0,1190.95,1155.0544662309371,459.0,227.0,530170.0,312.0,67.97,89.0,56.1,1618531200.0
2021-04-15,1175.9,1184.35,1134.85,1152.05,1159.74,500.0,155.0,579870.0,401.0,80.2,49.5,-23.85,1618444800.0
2021-04-13,1179.55,1199.0,1163.0,1186.2,1185.428571428571,49.0,26.0,58086.0,33.0,67.35,36.0,6.65,1618272000.0
2021-04-12,1230.0,1230.0,1166.2,1178.5,1176.4967061923585,759.0,233.0,892961.0,574.0,75.63,63.8,-51.5,1618185600.0
2021-04-09,1284.35,1301.4,1228.7,1246.65,1271.3765432098764,162.0,80.0,205963.0,56.0,34.57,72.7,-37.7,1617926400.0
2021-04-08,1274.3,1295.0,1266.0,1279.45,1281.5710784313726,408.0,115.0,522881.0,332.0,81.37,29.0,5.15,1617840000.0
2021-04-07,1294.0,1297.15,1261.0,1268.45,1277.2881355932204,295.0,80.0,376800.0,178.0,60.34,36.15,-25.55,1617753600.0
2021-04-06,1309.0,1320.1,1290.3,1303.4,1307.6611374407582,422.0,186.0,551833.0,278.0,65.88,29.8,-5.6,1617667200.0
2021-04-05,1294.0,1357.65,1277.95,1327.8,1315.824120603015,1393.0,574.0,1832943.0,1058.0,75.95,79.7,33.8,1617580800.0
2021-04-01,1300.85,1346.0,1235.0,1311.85,1309.4718406593406,4368.0,905.0,5719773.0,1633.0,37.39,111.0,11.0,1617235200.0
2021-03-31,1218.55,1261.3,1206.95,1239.95,1225.4251968503936,889.0,230.0,1089403.0,814.0,91.56,54.35,21.4,1617148800.0
2021-03-30,1201.0,1237.75,1186.95,1229.95,1213.3854748603353,179.0,64.0,217196.0,160.0,89.39,50.8,28.95,1617062400.0
2021-03-26,1210.0,1223.7,1197.7,1205.95,1210.515191545575,757.0,120.0,916360.0,650.0,85.87,26.0,-4.05,1616716800.0
2021-03-25,1208.2,1208.2,1159.5,1200.0,1170.8381770145309,1514.0,193.0,1772649.0,1314.0,86.79,48.7,-8.2,1616630400.0
2021-03-24,1181.0,1210.0,1173.7,1195.1,1181.5317115551693,1151.0,269.0,1359943.0,1038.0,90.18,36.3,14.1,1616544000.0
2021-03-23,1187.0,1219.3,1169.85,1173.2,1192.60469667319,511.0,243.0,609421.0,378.0,73.97,49.45,-13.8,1616457600.0
2021-03-22,1239.35,1239.35,1167.4,1207.4,1186.5705128205127,312.0,127.0,370210.0,153.0,49.04,71.95,-31.95,1616371200.0
2021-03-19,1163.0,1176.9,1152.65,1172.9,1160.1738317757006,535.0,120.0,620693.0,479.0,89.53,24.25,9.9,1616112000.0
2021-03-18,1190.0,1190.9,1152.65,1177.9,1175.3222222222225,540.0,199.0,634674.0,452.0,83.7,38.25,-12.1,1616025600.0
2021-03-17,1178.7,1210.0,1173.35,1181.05,1186.2379679144385,374.0,139.0,443653.0,247.0,66.04,36.65,2.35,1615939200.0
2021-03-16,1173.95,1184.55,1144.1,1147.95,1150.3083164300199,986.0,406.0,1134204.0,862.0,87.42,40.45,-26.0,1615852800.0
2021-03-15,1180.0,1185.05,1164.05,1174.85,1174.4875717017208,523.0,144.0,614257.0,467.0,89.29,21.0,-5.15,1615766400.0
2021-03-12,1204.5,1215.0,1164.65,1204.55,1193.0797773654915,539.0,100.0,643070.0,366.0,67.9,50.35,0.05,1615507200.0
2021-03-10,1201.25,1204.45,1182.75,1196.2,1196.6580086580086,231.0,111.0,276428.0,169.0,73.16,21.7,-5.05,1615334400.0
2021-03-09,1197.0,1216.0,1197.0,1211.3,1207.0166666666667,540.0,130.0,651789.0,358.0,66.3,19.0,14.3,1615248000.0
2021-03-08,1194.0,1194.0,1168.4,1179.35,1183.529304029304,546.0,128.0,646207.0,373.0,68.32,25.6,-14.65,1615161600.0
2021-03-05,1186.1,1217.65,1180.8,1188.6,1201.2074363992172,511.0,117.0,613817.0,340.0,66.54,36.85,2.5,1614902400.0
2021-03-04,1205.0,1205.0,1180.6,1185.3,1198.2113970588236,544.0,151.0,651827.0,318.0,58.46,24.4,-19.7,1614816000.0
2021-03-03,1212.05,1214.8,1185.9,1206.3,1201.4434589800446,451.0,142.0,541851.0,302.0,66.96,28.9,-5.75,1614729600.0
2021-03-02,1182.95,1213.6,1178.8,1211.55,1189.4718309859156,710.0,132.0,844525.0,489.0,68.87,34.8,28.6,1614643200.0
2021-03-01,1211.7,1215.65,1159.5,1162.2,1172.656,750.0,149.0,879492.0,535.0,71.33,56.15,-49.5,1614556800.0
2021-02-26,1168.3,1225.05,1147.5,1207.25,1196.7672222222222,1800.0,529.0,2154181.0,1078.0,59.89,77.55,38.95,1614297600.0
2021-02-25,1186.05,1199.1,1155.0,1193.8,1181.668,500.0,206.0,590834.0,303.0,60.6,44.1,7.75,1614211200.0
2021-02-24,1145.0,1197.3,1112.0,1155.85,1153.1717763751128,2218.0,224.0,2557735.0,1337.0,60.28,85.3,10.85,1614124800.0
2021-02-23,1169.15,1185.0,1132.0,1146.25,1159.823151125402,622.0,136.0,721410.0,232.0,37.3,53.0,-22.9,1614038400.0
2021-02-22,1191.6,1191.6,1162.05,1163.8,1172.5347593582887,187.0,74.0,219264.0,134.0,71.66,29.55,-27.8,1613952000.0
2021-02-19,1192.25,1204.5,1192.0,1197.45,1199.2104377104374,594.0,173.0,712331.0,529.0,89.06,12.5,5.2,1613692800.0
2021-02-18,1219.0,1227.05,1189.0,1205.3,1208.977366255144,486.0,110.0,587563.0,292.0,60.08,38.05,-13.7,1613606400.0
2021-02-17,1187.95,1247.0,1187.95,1222.65,1221.2098692033294,1682.0,205.0,2054075.0,1344.0,79.9,59.05,34.7,1613520000.0
2021-02-16,1230.85,1246.8,1219.95,1226.9,1232.807453416149,805.0,177.0,992410.0,422.0,52.42,26.85,-3.95,1613433600.0
2021-02-15,1177.0,1235.0,1177.0,1225.9,1220.3989455184535,1138.0,252.0,1388814.0,744.0,65.38,58.0,48.9,1613347200.0
2021-02-12,1220.2,1295.8,1217.05,1235.6,1252.7795502092056,3824.0,655.0,4790629.0,2617.0,68.44,78.75,15.4,1613088000.0
2021-02-11,1193.35,1346.35,1193.25,1288.85,1230.8778054862842,1203.0,169.0,1480746.0,818.0,68.0,153.1,95.5,1613001600.0
2021-02-10,1203.15,1223.0,1202.15,1216.65,1214.366560622128,2829.0,491.0,3435443.0,2042.0,72.18,20.85,13.5,1612915200.0
2021-02-09,1199.0,1225.0,1175.6,1203.15,1200.8017574692442,5690.0,1082.0,6832562.0,4228.0,74.31,49.4,4.15,1612828800.0
2021-02-08,1145.0,1210.0,1136.35,1183.25,1169.597813199842,7591.0,1336.0,8878417.0,6163.0,81.19,73.65,38.25,1612742400.0
2021-02-05,1052.1,1140.35,1052.1,1132.45,1105.7433829973706,5705.0,1455.0,6308266.0,4311.0,75.57,88.25,80.35,1612483200.0
2021-02-04,1067.1,1071.95,1059.95,1070.15,1068.0604719764012,678.0,179.0,724145.0,390.0,57.52,12.0,3.05,1612396800.0
2021-02-03,1070.0,1079.1,1022.65,1069.3,1051.052338052338,2331.0,332.0,2450003.0,1615.0,69.28,56.45,-0.7,1612310400.0
2021-02-02,1065.0,1099.9,1045.05,1061.3,1066.6022913256957,2444.0,451.0,2606776.0,782.0,32.0,54.85,-3.7,1612224000.0
2021-02-01,1019.3,1055.35,1015.0,1041.35,1037.0858034321373,1282.0,354.0,1329544.0,776.0,60.53,40.35,22.05,1612137600.0
2021-01-29,1004.55,1029.8,995.35,1015.5,1009.2865329512892,698.0,191.0,704482.0,504.0,72.21,34.45,10.95,1611878400.0
2021-01-28,1023.7,1027.55,990.0,1004.2,1004.2442748091603,393.0,88.0,394668.0,267.0,67.94,37.55,-19.5,1611792000.0
2021-01-27,1029.8,1040.0,1002.45,1016.0,1029.1993670886077,316.0,104.0,325227.0,170.0,53.8,37.55,-13.8,1611705600.0
2021-01-25,1035.05,1037.65,1010.0,1028.2,1023.305439330544,478.0,187.0,489140.0,344.0,71.97,27.65,-6.85,1611532800.0
2021-01-22,1047.3,1065.2,1015.0,1054.0,1050.843537414966,294.0,82.0,308948.0,255.0,86.73,50.2,6.7,1611273600.0
2021-01-21,1074.8,1095.45,1050.0,1050.85,1071.2962962962963,1188.0,363.0,1272700.0,785.0,66.08,45.45,-23.95,1611187200.0
2021-01-20,1061.95,1072.0,1050.0,1062.55,1066.0548628428928,401.0,63.0,427488.0,310.0,77.31,22.0,0.6,1611100800.0
2021-01-19,1069.7,1069.7,1055.4,1056.15,1058.9346405228757,153.0,63.0,162017.0,50.0,32.68,14.3,-13.55,1611014400.0
2021-01-18,1065.25,1069.0,1048.95,1052.45,1057.928125,640.0,154.0,677074.0,434.0,67.81,20.05,-12.8,1610928000.0
2021-01-15,1070.0,1083.45,1061.55,1065.25,1069.092257001647,607.0,148.0,648939.0,368.0,60.63,21.9,-4.75,1610668800.0
2021-01-14,1085.4,1099.65,1058.05,1078.15,1078.0545625587959,1063.0,358.0,1145972.0,548.0,51.55,41.6,-7.25,1610582400.0
2021-01-13,1067.0,1095.0,1049.75,1080.25,1050.1203310715084,1005825.0,1257.0,1056237282.0,997681.0,99.19,45.25,13.25,1610496000.0
2021-01-12,1070.95,1070.95,1053.45,1057.15,1060.9456355283307,1306.0,294.0,1385595.0,1081.0,82.77,17.5,-13.8,1610409600.0
2021-01-11,1075.0,1172.0,1032.0,1058.35,1062.703502129673,4226.0,610.0,4490985.0,2465.0,58.33,140.0,-16.65,1610323200.0
2021-01-08,1025.05,1060.25,1025.05,1052.35,1050.5303326810176,511.0,142.0,536821.0,467.0,91.39,35.2,27.3,1610064000.0
2021-01-07,1042.45,1044.45,1030.0,1035.5,1038.086682427108,1269.0,347.0,1317332.0,1111.0,87.55,14.45,-6.95,1609977600.0
2021-01-06,1067.3,1095.25,1025.05,1028.3,1083.3796962430056,1251.0,180.0,1355308.0,1120.0,89.53,70.2,-39.0,1609891200.0
2021-01-05,1052.05,1072.45,1043.0,1059.25,1059.5182038834953,824.0,356.0,873043.0,610.0,74.03,29.45,7.2,1609804800.0
2021-01-04,1028.0,1058.95,1010.0,1053.4,1039.710631895687,1994.0,564.0,2073183.0,1622.0,81.34,48.95,25.4,1609718400.0
2021-01-01,1045.5,1045.5,998.0,1028.8,1017.1214953271028,1070.0,361.0,1088320.0,664.0,62.06,47.5,-16.7,1609459200.0
2020-12-31,1020.35,1040.0,1001.45,1022.4,1020.609671179884,2585.0,158.0,2638276.0,2298.0,88.9,38.55,2.05,1609372800.0
2020-12-30,992.0,1013.95,986.95,1002.75,998.6245614035088,285.0,104.0,284608.0,139.0,48.77,27.0,10.75,1609286400.0
2020-12-29,1008.15,1011.4,991.0,998.35,1006.0384615384617,494.0,145.0,496983.0,367.0,74.29,20.4,-9.8,1609200000.0
2020-12-28,988.95,1013.9,986.05,1010.3,995.1815476190477,336.0,90.0,334381.0,144.0,42.86,27.85,21.35,1609113600.0
2020-12-24,1009.9,1031.85,978.0,979.35,993.866554054054,592.0,222.0,588369.0,320.0,54.05,53.85,-30.55,1608768000.0
2020-12-23,1008.95,1027.75,987.15,998.95,1003.8627450980392,561.0,156.0,563167.0,409.0,72.91,40.6,-10.0,1608681600.0
2020-12-22,1000.0,1000.0,960.55,995.3,975.4846416382253,879.0,226.0,857451.0,639.0,72.7,39.45,-4.7,1608595200.0
2020-12-21,1044.0,1044.0,986.95,1005.15,1029.1426229508195,610.0,200.0,627777.0,441.0,72.3,57.05,-38.85,1608508800.0
2020-12-18,1028.5,1062.45,1012.55,1043.85,1027.1548946716232,807.0,311.0,828914.0,623.0,77.2,49.9,15.35,1608249600.0
2020-12-17,1053.25,1065.0,1023.6,1029.3,1037.9963636363636,275.0,94.0,285449.0,158.0,57.45,41.4,-23.95,1608163200.0
2020-12-16,1060.0,1070.0,1041.4,1046.1,1050.1764705882354,119.0,53.0,124971.0,80.0,67.23,28.6,-13.9,1608076800.0
2020-12-15,1067.85,1077.1,1044.25,1055.65,1064.5722253206916,1793.0,274.0,1908778.0,1415.0,78.92,32.85,-12.2,1607990400.0
2020-12-14,1053.0,1087.85,1053.0,1065.75,1069.857421875,512.0,219.0,547767.0,316.0,61.72,34.85,12.75,1607904000.0
2020-12-11,1053.55,1073.7,1033.25,1044.8,1059.5874045801531,2620.0,616.0,2776119.0,2025.0,77.29,40.45,-8.75,1607644800.0
2020-12-10,1022.9,1067.4,1022.9,1053.55,1052.8291746641073,1563.0,393.0,1645572.0,922.0,58.99,44.5,30.65,1607558400.0
2020-12-09,1006.85,1015.2,1000.55,1014.05,1006.8134328358208,134.0,53.0,134913.0,112.0,83.58,14.65,7.2,1607472000.0
2020-12-08,988.2,1018.2,988.2,1007.6,1012.5573997233748,723.0,234.0,732079.0,671.0,92.81,30.0,19.4,1607385600.0
2020-12-07,1008.1,1009.05,997.85,1005.4,1003.7124277456649,692.0,219.0,694569.0,496.0,71.68,11.2,-2.7,1607299200.0
2020-12-04,1004.0,1005.0,990.4,1002.9,1002.7932330827067,1064.0,162.0,1066972.0,1043.0,98.03,14.6,-1.1,1607040000.0
2020-12-03,992.75,1006.75,988.9,992.2,1003.9482014388487,1390.0,110.0,1395488.0,1341.0,96.47,17.85,-0.55,1606953600.0
2020-12-02,995.95,1008.1,991.7,995.95,998.7331460674156,356.0,104.0,355549.0,298.0,83.71,16.4,0.0,1606867200.0
2020-12-01,1017.6,1017.6,990.45,999.3,1001.5670103092784,97.0,56.0,97152.0,61.0,62.89,27.15,-18.3,1606780800.0
2020-11-27,957.35,1025.0,950.45,1009.2,1000.0404624277456,346.0,127.0,346014.0,259.0,74.86,74.55,51.85,1606435200.0
2020-11-26,958.8,959.4,946.95,950.05,951.441489361702,188.0,45.0,178871.0,142.0,75.53,12.45,-8.75,1606348800.0
2020-11-25,989.1,992.05,946.95,965.5,964.507399577167,946.0,278.0,912424.0,555.0,58.67,45.1,-23.6,1606262400.0
2020-11-24,993.7,997.4,984.05,997.05,991.381818181818,55.0,30.0,54526.0,38.0,69.09,13.35,3.35,1606176000.0
2020-11-23,1001.4,1001.4,983.0,989.65,994.42,550.0,211.0,546931.0,327.0,59.45,18.4,-11.75,1606089600.0
2020-11-20,998.95,998.95,993.0,993.0,995.1632653061224,98.0,18.0,97526.0,91.0,92.86,5.95,-5.95,1605830400.0
2020-11-19,1002.6,1002.65,980.2,997.45,994.41875,160.0,58.0,159107.0,93.0,58.12,22.45,-5.15,1605744000.0
2020-11-18,1007.9,1008.0,977.35,998.95,994.7224168126096,1142.0,236.0,1135973.0,868.0,76.01,30.65,-8.95,1605657600.0
2020-11-17,977.8,1000.8,961.55,995.65,987.8563049853373,341.0,159.0,336859.0,212.0,62.17,39.25,17.85,1605571200.0
2020-11-14,960.0,980.0,954.45,967.4,968.063725490196,204.0,51.0,197485.0,149.0,73.04,25.55,7.4,1605312000.0
2020-11-13,952.9,974.7,952.9,970.05,961.9150326797383,306.0,73.0,294346.0,256.0,83.66,21.8,17.15,1605225600.0
2020-11-12,885.0,946.65,885.0,938.5,896.9775784753363,446.0,60.0,400052.0,416.0,93.27,61.65,53.5,1605139200.0
2020-11-11,902.8,940.0,902.05,903.5,911.8531278331824,1103.0,201.0,1005774.0,317.0,28.74,37.95,0.7,1605052800.0
2020-11-10,917.0,917.0,890.0,896.6,902.1620745542947,617.0,293.0,556634.0,457.0,74.07,27.0,-20.4,1604966400.0
2020-11-09,911.55,922.95,899.0,915.0,907.1468926553673,354.0,131.0,321130.0,197.0,55.65,23.95,3.45,1604880000.0
2020-11-06,919.3,919.3,907.0,907.0,910.0045380028037,42089.0,42.0,38301181.0,42068.0,99.95,12.3,-12.3,1604620800.0
2020-11-05,904.85,924.05,895.0,919.3,915.0256217030897,1327.0,480.0,1214239.0,1027.0,77.39,29.05,14.45,1604534400.0
2020-11-04,899.55,902.9,897.0,899.45,898.4893617021277,94.0,33.0,84458.0,82.0,87.23,5.9,-0.1,1604448000.0
2020-11-03,914.65,917.0,885.0,897.2,907.0333333333333,90.0,46.0,81633.0,47.0,52.22,32.0,-17.45,1604361600.0
2020-11-02,904.35,916.95,897.85,909.0,905.1884057971016,69.0,41.0,62458.0,34.0,49.28,19.1,4.65,1604275200.0
2020-10-30,911.7,923.1,911.7,916.05,919.8018018018016,444.0,156.0,408392.0,422.0,95.04,11.4,4.35,1604016000.0
